alg,puzzle_size,f%,instance_id,instance_path,ants,subcolonies,q0,rho,bve,safreq,timeout,success_rate,time_mean,time_std,iter_mean,with_comm,without_comm
0,16x16,,99,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,100,,10,4,0.9,0.9,0.005,0,20.0,100.0,9e-05,0.0,1.0,,
0,16x16,,101,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,102,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00011,0.0,1.0,,
0,16x16,,103,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00017,0.0,1.0,,
0,16x16,,104,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00014,0.0,1.0,,
0,16x16,,105,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00012,0.0,1.0,,
0,16x16,,106,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,107,,10,4,0.9,0.9,0.005,0,20.0,100.0,9e-05,0.0,1.0,,
0,16x16,,108,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00011,0.0,1.0,,
0,16x16,,109,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00011,0.0,1.0,,
0,16x16,,110,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,111,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00011,0.0,1.0,,
0,16x16,,112,,10,4,0.9,0.9,0.005,0,20.0,100.0,9e-05,0.0,1.0,,
0,16x16,,113,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00012,0.0,1.0,,
0,16x16,,114,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,115,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,116,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00013,0.0,1.0,,
0,16x16,,117,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00011,0.0,1.0,,
0,16x16,,118,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00019,0.0,1.0,,
0,16x16,,119,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,120,,10,4,0.9,0.9,0.005,0,20.0,100.0,9e-05,0.0,1.0,,
0,16x16,,121,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00012,0.0,1.0,,
